difficulty,winrate,pickPolicy,carryCap,run,period,netWorth
1,1,synergy,off,17,37,76538.46
1,1,synergy,off,17,38,77169.48
1,1,synergy,off,17,39,94295.09
1,1,synergy,off,17,40,89901.83
1,1,synergy,off,18,1,-4980.00
1,1,synergy,off,18,2,-4983.07
1,1,synergy,off,18,3,-4970.76
1,1,synergy,off,18,4,-4954.71
1,1,synergy,off,18,5,-4892.77
1,1,synergy,off,18,6,-4879.57
1,1,synergy,off,18,7,-4846.63
1,1,synergy,off,18,8,-4786.63
1,1,synergy,off,18,9,-4177.36
1,1,synergy,off,18,10,-4513.18
1,1,synergy,off,18,11,-3600.73
1,1,synergy,off,18,12,-2483.43
1,1,synergy,off,18,13,-755.46
1,1,synergy,off,18,14,1140.74
1,1,synergy,off,18,15,3040.74
1,1,synergy,off,18,16,3490.74
1,1,synergy,off,18,17,8392.82
1,1,synergy,off,18,18,12179.58
1,1,synergy,off,18,19,12664.58
1,1,synergy,off,18,20,11616.63
1,1,synergy,off,18,21,19840.92
1,1,synergy,off,18,22,19325.92
1,1,synergy,off,18,23,19609.92
1,1,synergy,off,18,24,29389.92
1,1,synergy,off,18,25,51817.01
1,1,synergy,off,18,26,61267.01
1,1,synergy,off,18,27,62132.01
1,1,synergy,off,18,28,42287.01
1,1,synergy,off,18,29,44832.01
1,1,synergy,off,18,30,47137.01
1,1,synergy,off,18,31,47142.01
1,1,synergy,off,18,32,58757.01
1,1,synergy,off,18,33,107321.09
1,1,synergy,off,18,34,107926.02
1,1,synergy,off,18,35,108856.02
1,1,synergy,off,18,36,73991.02
1,1,synergy,off,18,37,72836.02
1,1,synergy,off,18,38,72286.02
1,1,synergy,off,18,39,75001.02
1,1,synergy,off,18,40,71445.84
1,1,synergy,off,19,1,-4980.00
1,1,synergy,off,19,2,-4953.96
1,1,synergy,off,19,3,-4942.36
1,1,synergy,off,19,4,-4913.43
1,1,synergy,off,19,5,-4903.35
1,1,synergy,off,19,6,-4885.30
1,1,synergy,off,19,7,-4813.15
1,1,synergy,off,19,8,-4740.31
1,1,synergy,off,19,9,-3822.66
1,1,synergy,off,19,10,-3552.66
1,1,synergy,off,19,11,-279.30
1,1,synergy,off,19,12,4139.55
1,1,synergy,off,19,13,3994.55
1,1,synergy,off,19,14,907.27
1,1,synergy,off,19,15,867.27
1,1,synergy,off,19,16,1073.52
1,1,synergy,off,19,17,9346.02
1,1,synergy,off,19,18,8476.02
1,1,synergy,off,19,19,11804.77
1,1,synergy,off,19,20,9500.52
1,1,synergy,off,19,21,15940.52
1,1,synergy,off,19,22,36877.42
1,1,synergy,off,19,23,22841.19
1,1,synergy,off,19,24,8166.19
1,1,synergy,off,19,25,8291.19
1,1,synergy,off,19,26,13042.44
1,1,synergy,off,19,27,10817.44
1,1,synergy,off,19,28,9481.81
1,1,synergy,off,19,29,9536.81
1,1,synergy,off,19,30,17074.94
1,1,synergy,off,19,31,69632.89
1,1,synergy,off,19,32,29511.89
1,1,synergy,off,19,33,36317.61
1,1,synergy,off,19,34,57607.08
1,1,synergy,off,19,35,103606.31
1,1,synergy,off,19,36,68561.31
1,1,synergy,off,19,37,68925.06
1,1,synergy,off,19,38,68440.06
1,1,synergy,off,19,39,73982.56
1,1,synergy,off,19,40,69007.56
1,1,synergy,off,20,1,-4980.00
1,1,synergy,off,20,2,-4975.01
1,1,synergy,off,20,3,-4935.57
1,1,synergy,off,20,4,-4487.47
1,1,synergy,off,20,5,-3847.47
1,1,synergy,off,20,6,-3647.47
1,1,synergy,off,20,7,-2617.47
1,1,synergy,off,20,8,-1647.03
1,1,synergy,off,20,9,-1642.03
1,1,synergy,off,20,10,-1366.06
1,1,synergy,off,20,11,-1048.68
1,1,synergy,off,20,12,-1058.68
1,1,synergy,off,20,13,-565.68
1,1,synergy,off,20,14,2832.57
1,1,synergy,off,20,15,3240.82
1,1,synergy,off,20,16,3100.82
1,1,synergy,off,20,17,7800.82
1,1,synergy,off,20,18,8004.75
1,1,synergy,off,20,19,10072.03
1,1,synergy,off,20,20,15482.68
1,1,synergy,off,20,21,28024.43
1,1,synergy,off,20,22,36243.85
1,1,synergy,off,20,23,36206.02
1,1,synergy,off,20,24,19662.08
1,1,synergy,off,20,25,24703.43
1,1,synergy,off,20,26,32167.82
1,1,synergy,off,20,27,42593.08
1,1,synergy,off,20,28,20778.58
1,1,synergy,off,20,29,22095.96
1,1,synergy,off,20,30,23841.58
1,1,synergy,off,20,31,24276.46
1,1,synergy,off,20,32,19460.21
1,1,synergy,off,20,33,23433.08
1,1,synergy,off,20,34,27074.05
1,1,synergy,off,20,35,31260.70
1,1,synergy,off,20,36,26260.70
1,1,synergy,off,20,37,26993.64
1,1,synergy,off,20,38,33157.45
1,1,synergy,off,20,39,35515.57
1,1,synergy,off,20,40,52852.10
1,1,synergy,off,21,1,-4980.00
1,1,synergy,off,21,2,-4952.43
1,1,synergy,off,21,3,-4751.29
1,1,synergy,off,21,4,-4357.47
1,1,synergy,off,21,5,-4357.47
1,1,synergy,off,21,6,-3432.47
1,1,synergy,off,21,7,-3022.47
1,1,synergy,off,21,8,-3272.47
1,1,synergy,off,21,9,-707.47
1,1,synergy,off,21,10,-762.47
1,1,synergy,off,21,11,-2129.97
1,1,synergy,off,21,12,-2244.97
1,1,synergy,off,21,13,-56.22
1,1,synergy,off,21,14,40.03
1,1,synergy,off,21,15,381.28
1,1,synergy,off,21,16,4113.57
1,1,synergy,off,21,17,19509.59
1,1,synergy,off,21,18,19429.59
1,1,synergy,off,21,19,9712.00
1,1,synergy,off,21,20,9772.00
1,1,synergy,off,21,21,7740.70
1,1,synergy,off,21,22,7845.70
1,1,synergy,off,21,23,8991.95
1,1,synergy,off,21,24,8987.68
1,1,synergy,off,21,25,10257.68
1,1,synergy,off,21,26,10467.68
1,1,synergy,off,21,27,9611.49
1,1,synergy,off,21,28,11920.93
1,1,synergy,off,21,29,12162.14
1,1,synergy,off,21,30,19348.23
1,1,synergy,off,21,31,78183.50
1,1,synergy,off,21,32,17059.90
1,1,synergy,off,21,33,18953.84
1,1,synergy,off,21,34,27252.01
1,1,synergy,off,21,35,29260.13
1,1,synergy,off,21,36,58573.87
1,1,synergy,off,21,37,67126.99
1,1,synergy,off,21,38,100457.05
1,1,synergy,off,21,39,101593.93
1,1,synergy,off,21,40,66598.93
1,1,synergy,off,22,1,-4980.00
1,1,synergy,off,22,2,-4983.73
1,1,synergy,off,22,3,-4992.91
1,1,synergy,off,22,4,-4991.95
1,1,synergy,off,22,5,-4991.95
1,1,synergy,off,22,6,-4992.37
1,1,synergy,off,22,7,-4980.14
1,1,synergy,off,22,8,-4960.95
1,1,synergy,off,22,9,-4940.10
1,1,synergy,off,22,10,-4909.72
1,1,synergy,off,22,11,-4884.35
1,1,synergy,off,22,12,-4837.38
1,1,synergy,off,22,13,-4522.38
1,1,synergy,off,22,14,-4521.70
1,1,synergy,off,22,15,-4099.76
1,1,synergy,off,22,16,-3869.76
1,1,synergy,off,22,17,-2294.76
1,1,synergy,off,22,18,-1188.86
1,1,synergy,off,22,19,-2363.94
1,1,synergy,off,22,20,-2413.94
1,1,synergy,off,22,21,-3028.96
1,1,synergy,off,22,22,-1530.09
1,1,synergy,off,22,23,-273.64
1,1,synergy,off,22,24,2098.31
1,1,synergy,off,22,25,10958.79
1,1,synergy,off,22,26,14058.79
1,1,synergy,off,22,27,15168.79
1,1,synergy,off,22,28,4948.79
1,1,synergy,off,22,29,5236.29
1,1,synergy,off,22,30,6498.79
1,1,synergy,off,22,31,14773.79
1,1,synergy,off,22,32,17062.36
1,1,synergy,off,22,33,37968.12
1,1,synergy,off,22,34,71480.43
1,1,synergy,off,22,35,75255.43
1,1,synergy,off,22,36,52543.93
1,1,synergy,off,22,37,13543.13
1,1,synergy,off,22,38,11224.50
1,1,synergy,off,22,39,12624.50
1,1,synergy,off,22,40,17512.00
1,1,synergy,off,23,1,-4980.00
1,1,synergy,off,23,2,-4982.15
1,1,synergy,off,23,3,-4970.81
1,1,synergy,off,23,4,-4898.53
1,1,synergy,off,23,5,-4430.31
1,1,synergy,off,23,6,-4430.31
1,1,synergy,off,23,7,-4065.62
1,1,synergy,off,23,8,-4065.62
1,1,synergy,off,23,9,-3699.62
1,1,synergy,off,23,10,-4380.65
1,1,synergy,off,23,11,-4382.86
1,1,synergy,off,23,12,-4032.23
1,1,synergy,off,23,13,-4395.26
1,1,synergy,off,23,14,-4169.96
1,1,synergy,off,23,15,-3976.88
1,1,synergy,off,23,16,-3858.74
1,1,synergy,off,23,17,-705.10
1,1,synergy,off,23,18,-11.60
1,1,synergy,off,23,19,2847.90
1,1,synergy,off,23,20,3256.40
1,1,synergy,off,23,21,8803.41
1,1,synergy,off,23,22,8613.41
1,1,synergy,off,23,23,14394.52
1,1,synergy,off,23,24,25338.04
1,1,synergy,off,23,25,35335.54
1,1,synergy,off,23,26,35476.54
1,1,synergy,off,23,27,36158.04
1,1,synergy,off,23,28,59026.63
1,1,synergy,off,23,29,60874.77
1,1,synergy,off,23,30,60824.77
1,1,synergy,off,23,31,61567.23
1,1,synergy,off,23,32,163671.23
1,1,synergy,off,23,33,237031.69
1,1,synergy,off,23,34,269913.84
1,1,synergy,off,23,35,232500.88
1,1,synergy,off,23,36,151267.52
1,1,synergy,off,23,37,249637.46
1,1,synergy,off,23,38,365374.71
1,1,synergy,off,23,39,371544.90
1,1,synergy,off,23,40,351255.83
1,1,synergy,off,24,1,-4980.00
1,1,synergy,off,24,2,-4980.86
1,1,synergy,off,24,3,-4970.68
1,1,synergy,off,24,4,-4951.55
1,1,synergy,off,24,5,-4951.55
1,1,synergy,off,24,6,-4972.03
1,1,synergy,off,24,7,-4883.41
1,1,synergy,off,24,8,-4668.36
1,1,synergy,off,24,9,-4665.55
1,1,synergy,off,24,10,-4550.94
1,1,synergy,off,24,11,-3626.86
1,1,synergy,off,24,12,-3196.50
1,1,synergy,off,24,13,-1409.46
1,1,synergy,off,24,14,1919.54
1,1,synergy,off,24,15,11134.04
1,1,synergy,off,24,16,909.04
1,1,synergy,off,24,17,1969.04
1,1,synergy,off,24,18,2242.44
1,1,synergy,off,24,19,6640.55
1,1,synergy,off,24,20,14678.75
1,1,synergy,off,24,21,14759.93
1,1,synergy,off,24,22,25020.11
1,1,synergy,off,24,23,25302.11
1,1,synergy,off,24,24,13212.11
1,1,synergy,off,24,25,13532.11
1,1,synergy,off,24,26,15066.83
1,1,synergy,off,24,27,13751.37
1,1,synergy,off,24,28,15972.49
1,1,synergy,off,24,29,17479.18
1,1,synergy,off,24,30,22512.57
1,1,synergy,off,24,31,22777.57
1,1,synergy,off,24,32,25966.12
1,1,synergy,off,24,33,33813.62
1,1,synergy,off,24,34,32848.62
1,1,synergy,off,24,35,33254.24
1,1,synergy,off,24,36,37033.62
1,1,synergy,off,24,37,42664.24
1,1,synergy,off,24,38,48542.37
1,1,synergy,off,24,39,49697.37
1,1,synergy,off,24,40,45652.99
1,1,synergy,off,25,1,-4980.00
1,1,synergy,off,25,2,-4986.03
1,1,synergy,off,25,3,-4968.91
1,1,synergy,off,25,4,-4938.24
1,1,synergy,off,25,5,-4834.76
1,1,synergy,off,25,6,-4763.78
1,1,synergy,off,25,7,-4567.78
1,1,synergy,off,25,8,-4227.78
1,1,synergy,off,25,9,-2387.51
1,1,synergy,off,25,10,-188.56
1,1,synergy,off,25,11,992.58
1,1,synergy,off,25,12,3148.58
1,1,synergy,off,25,13,3246.58
1,1,synergy,off,25,14,3620.21
1,1,synergy,off,25,15,10075.96
1,1,synergy,off,25,16,5025.96
1,1,synergy,off,25,17,5165.96
1,1,synergy,off,25,18,3720.96
1,1,synergy,off,25,19,4083.90
1,1,synergy,off,25,20,4047.16
1,1,synergy,off,25,21,5348.18
1,1,synergy,off,25,22,5818.26
1,1,synergy,off,25,23,8058.62
1,1,synergy,off,25,24,10765.07
1,1,synergy,off,25,25,11778.04
1,1,synergy,off,25,26,11890.12
1,1,synergy,off,25,27,11920.12
1,1,synergy,off,25,28,13280.50
1,1,synergy,off,25,29,20833.53
1,1,synergy,off,25,30,38175.77
1,1,synergy,off,25,31,102982.00
1,1,synergy,off,25,32,39339.15
1,1,synergy,off,25,33,39749.15
1,1,synergy,off,25,34,40377.73
1,1,synergy,off,25,35,44334.88
1,1,synergy,off,25,36,51413.04
1,1,synergy,off,25,37,60931.69
1,1,synergy,off,25,38,65374.10
1,1,synergy,off,25,39,137279.03
1,1,synergy,off,25,40,78039.09
1,1,synergy,off,26,1,-4980.00
1,1,synergy,off,26,2,-4899.12
1,1,synergy,off,26,3,-4436.33
1,1,synergy,off,26,4,-4421.18
1,1,synergy,off,26,5,-3476.18
1,1,synergy,off,26,6,-1533.78
1,1,synergy,off,26,7,256.22
1,1,synergy,off,26,8,256.22
1,1,synergy,off,26,9,261.22
1,1,synergy,off,26,10,395.01
1,1,synergy,off,26,11,1430.77
1,1,synergy,off,26,12,1450.01
1,1,synergy,off,26,13,1846.55
1,1,synergy,off,26,14,1895.79
1,1,synergy,off,26,15,2058.58
1,1,synergy,off,26,16,3434.26
1,1,synergy,off,26,17,8403.74
1,1,synergy,off,26,18,9239.86
1,1,synergy,off,26,19,27194.39
1,1,synergy,off,26,20,17360.48
1,1,synergy,off,26,21,33838.62
1,1,synergy,off,26,22,41483.25
1,1,synergy,off,26,23,40994.69
1,1,synergy,off,26,24,33376.76
1,1,synergy,off,26,25,49527.57
1,1,synergy,off,26,26,81596.97
1,1,synergy,off,26,27,82526.97
1,1,synergy,off,26,28,68506.97
1,1,synergy,off,26,29,49672.50
1,1,synergy,off,26,30,87817.14
1,1,synergy,off,26,31,87922.14
1,1,synergy,off,26,32,64329.64
1,1,synergy,off,26,33,64354.64
1,1,synergy,off,26,34,193164.64
1,1,synergy,off,26,35,192889.64
1,1,synergy,off,26,36,97629.64
1,1,synergy,off,26,37,76264.64
1,1,synergy,off,26,38,76134.64
1,1,synergy,off,26,39,76989.64
1,1,synergy,off,26,40,93357.01
1,1,synergy,off,27,1,-4980.00
1,1,synergy,off,27,2,-4933.51
1,1,synergy,off,27,3,-4937.17
1,1,synergy,off,27,4,-4692.37
1,1,synergy,off,27,5,-4730.46
1,1,synergy,off,27,6,-4483.44
1,1,synergy,off,27,7,-4018.44
1,1,synergy,off,27,8,-3573.44
1,1,synergy,off,27,9,-3036.32
1,1,synergy,off,27,10,-1702.92
1,1,synergy,off,27,11,102.80
1,1,synergy,off,27,12,287.42
1,1,synergy,off,27,13,7340.99
1,1,synergy,off,27,14,7305.99
1,1,synergy,off,27,15,7275.99
1,1,synergy,off,27,16,10077.87
1,1,synergy,off,27,17,24502.87
1,1,synergy,off,27,18,24062.87
1,1,synergy,off,27,19,26218.87
1,1,synergy,off,27,20,11273.87
1,1,synergy,off,27,21,15288.87
1,1,synergy,off,27,22,27519.72
1,1,synergy,off,27,23,31692.36
1,1,synergy,off,27,24,40261.73
1,1,synergy,off,27,25,40431.73
1,1,synergy,off,27,26,41666.67
1,1,synergy,off,27,27,43886.67
1,1,synergy,off,27,28,43967.61
1,1,synergy,off,27,29,45794.48
1,1,synergy,off,27,30,62409.79
1,1,synergy,off,27,31,64155.73
1,1,synergy,off,27,32,54565.73
1,1,synergy,off,27,33,54670.73
1,1,synergy,off,27,34,99334.48
1,1,synergy,off,27,35,196524.51
1,1,synergy,off,27,36,101899.91
1,1,synergy,off,27,37,100580.37
1,1,synergy,off,27,38,105308.94
1,1,synergy,off,27,39,343774.55
1,1,synergy,off,27,40,102687.64
1,1,synergy,off,28,1,-4980.00
1,1,synergy,off,28,2,-4924.70
1,1,synergy,off,28,3,-4918.94
1,1,synergy,off,28,4,-4898.48
1,1,synergy,off,28,5,-4869.10
1,1,synergy,off,28,6,-4539.83
1,1,synergy,off,28,7,-3962.51
1,1,synergy,off,28,8,-3487.51
1,1,synergy,off,28,9,-1143.37
1,1,synergy,off,28,10,1061.32
1,1,synergy,off,28,11,7026.10
1,1,synergy,off,28,12,2408.10
1,1,synergy,off,28,13,2833.10
1,1,synergy,off,28,14,11911.57
1,1,synergy,off,28,15,12031.57
1,1,synergy,off,28,16,2001.57
1,1,synergy,off,28,17,16109.07
1,1,synergy,off,28,18,19429.38
1,1,synergy,off,28,19,19514.38
1,1,synergy,off,28,20,30632.51
1,1,synergy,off,28,21,33713.76
1,1,synergy,off,28,22,33613.76
1,1,synergy,off,28,23,48482.51
1,1,synergy,off,28,24,43867.51
1,1,synergy,off,28,25,57281.26
1,1,synergy,off,28,26,66976.57
1,1,synergy,off,28,27,103677.89
1,1,synergy,off,28,28,115126.33
1,1,synergy,off,28,29,157054.79
1,1,synergy,off,28,30,154956.06
1,1,synergy,off,28,31,190108.39
1,1,synergy,off,28,32,88928.39
1,1,synergy,off,28,33,93751.51
1,1,synergy,off,28,34,97333.25
1,1,synergy,off,28,35,103107.93
1,1,synergy,off,28,36,112345.43
1,1,synergy,off,28,37,171038.69
1,1,synergy,off,28,38,170648.69
1,1,synergy,off,28,39,170833.69
1,1,synergy,off,28,40,140564.94
1,1,synergy,off,29,1,-4980.00
1,1,synergy,off,29,2,-4960.65
1,1,synergy,off,29,3,-4963.23
1,1,synergy,off,29,4,-4943.88
1,1,synergy,off,29,5,-4898.52
1,1,synergy,off,29,6,-4847.78
1,1,synergy,off,29,7,-4982.92
1,1,synergy,off,29,8,-4975.02
1,1,synergy,off,29,9,-4945.05
1,1,synergy,off,29,10,-4801.44
1,1,synergy,off,29,11,-4578.12
1,1,synergy,off,29,12,-4702.43
1,1,synergy,off,29,13,-4186.63
1,1,synergy,off,29,14,-3530.08
1,1,synergy,off,29,15,-2881.18
1,1,synergy,off,29,16,-2257.35
1,1,synergy,off,29,17,-549.09
1,1,synergy,off,29,18,1072.11
1,1,synergy,off,29,19,2192.11
1,1,synergy,off,29,20,2522.11
1,1,synergy,off,29,21,2432.11
1,1,synergy,off,29,22,2427.11
1,1,synergy,off,29,23,2237.11
1,1,synergy,off,29,24,7220.05
1,1,synergy,off,29,25,11335.05
1,1,synergy,off,29,26,11760.05
1,1,synergy,off,29,27,7118.06
1,1,synergy,off,29,28,12406.04
1,1,synergy,off,29,29,15872.56
1,1,synergy,off,29,30,21499.65
1,1,synergy,off,29,31,14625.72
1,1,synergy,off,29,32,14833.97
1,1,synergy,off,29,33,17940.97
1,1,synergy,off,29,34,23965.13
1,1,synergy,off,29,35,30289.02
1,1,synergy,off,29,36,23567.42
1,1,synergy,off,29,37,23807.63
1,1,synergy,off,29,38,26755.74
1,1,synergy,off,29,39,29013.59
1,1,synergy,off,29,40,19396.86
3,1,synergy,off,0,1,-24980.00
3,1,synergy,off,0,2,-24967.23
3,1,synergy,off,0,3,-24977.31
3,1,synergy,off,0,4,-24968.91
3,1,synergy,off,0,5,-24984.05
3,1,synergy,off,0,6,-24939.21
3,1,synergy,off,0,7,-24937.11
3,1,synergy,off,0,8,-24857.23
3,1,synergy,off,0,9,-23928.83
3,1,synergy,off,0,10,-24048.83
3,1,synergy,off,0,11,-24033.83
3,1,synergy,off,0,12,-23878.83
3,1,synergy,off,0,13,-23348.83
3,1,synergy,off,0,14,-23934.42
3,1,synergy,off,0,15,-23844.42
3,1,synergy,off,0,16,-23294.42
3,1,synergy,off,0,17,-17712.87
3,1,synergy,off,0,18,-21368.94
3,1,synergy,off,0,19,-21268.94
3,1,synergy,off,0,20,-18393.94
3,1,synergy,off,0,21,-15121.44
3,1,synergy,off,0,22,-4848.94
3,1,synergy,off,0,23,-23497.81
3,1,synergy,off,0,24,-21677.81
3,1,synergy,off,0,25,-17999.33
3,1,synergy,off,0,26,-5776.15
3,1,synergy,off,0,27,4510.58
3,1,synergy,off,0,28,24545.52
3,1,synergy,off,0,29,48383.88
3,1,synergy,off,0,30,52400.63
3,1,synergy,off,0,31,54181.88
3,1,synergy,off,0,32,49136.88
3,1,synergy,off,0,33,173940.78
3,1,synergy,off,0,34,187222.03
3,1,synergy,off,0,35,187812.03
3,1,synergy,off,0,36,80908.03
3,1,synergy,off,0,37,143171.53
3,1,synergy,off,0,38,150332.53
3,1,synergy,off,0,39,165615.53
3,1,synergy,off,0,40,110326.53
3,1,synergy,off,1,1,-24980.00
3,1,synergy,off,1,2,-24946.38
3,1,synergy,off,1,3,-24955.44
3,1,synergy,off,1,4,-24828.04
3,1,synergy,off,1,5,-24450.46
3,1,synergy,off,1,6,-24162.04
3,1,synergy,off,1,7,-24077.04
3,1,synergy,off,1,8,-23846.68
3,1,synergy,off,1,9,-21794.28
3,1,synergy,off,1,10,-20708.96
3,1,synergy,off,1,11,-17024.34
3,1,synergy,off,1,12,-17744.34
3,1,synergy,off,1,13,-14799.34
3,1,synergy,off,1,14,-8992.73
3,1,synergy,off,1,15,-10109.48
3,1,synergy,off,1,16,-18925.10
3,1,synergy,off,1,17,-17475.10
3,1,synergy,off,1,18,-14153.54
3,1,synergy,off,1,19,-13115.36
3,1,synergy,off,1,20,-11765.36
3,1,synergy,off,1,21,4275.54
3,1,synergy,off,1,22,3330.54
3,1,synergy,off,1,23,19911.88
3,1,synergy,off,1,24,11599.38
3,1,synergy,off,1,25,12994.38
3,1,synergy,off,1,26,75184.38
3,1,synergy,off,1,27,76174.38
3,1,synergy,off,1,28,112536.88
3,1,synergy,off,1,29,273691.96
3,1,synergy,off,1,30,376541.96
3,1,synergy,off,1,31,537279.46
3,1,synergy,off,1,32,376029.46
3,1,synergy,off,1,33,379564.46
3,1,synergy,off,1,34,399338.57
3,1,synergy,off,1,35,399333.57
3,1,synergy,off,1,36,397878.57
3,1,synergy,off,1,37,400543.57
3,1,synergy,off,1,38,400683.57
3,1,synergy,off,1,39,388119.01
3,1,synergy,off,1,40,383234.01
3,1,synergy,off,2,1,-24980.00
3,1,synergy,off,2,2,-24979.36
3,1,synergy,off,2,3,-24982.62
3,1,synergy,off,2,4,-24969.55
3,1,synergy,off,2,5,-24939.91
3,1,synergy,off,2,6,-24862.04
3,1,synergy,off,2,7,-24462.03
3,1,synergy,off,2,8,-23768.36
3,1,synergy,off,2,9,-21978.92
3,1,synergy,off,2,10,-22753.78
3,1,synergy,off,2,11,-21715.33
3,1,synergy,off,2,12,-19200.33
3,1,synergy,off,2,13,-21482.43
3,1,synergy,off,2,14,-21207.43
3,1,synergy,off,2,15,-21492.43
3,1,synergy,off,2,16,-21207.43
3,1,synergy,off,2,17,-18502.43
3,1,synergy,off,2,18,-18362.43
3,1,synergy,off,2,19,-18307.43
3,1,synergy,off,2,20,-17167.43
3,1,synergy,off,2,21,-15416.75
3,1,synergy,off,2,22,-15376.75
3,1,synergy,off,2,23,-14866.75
3,1,synergy,off,2,24,-12111.75
3,1,synergy,off,2,25,-6377.27
3,1,synergy,off,2,26,-6148.63
3,1,synergy,off,2,27,-2788.63
3,1,synergy,off,2,28,-7043.63
3,1,synergy,off,2,29,-4308.63
3,1,synergy,off,2,30,-3571.63
3,1,synergy,off,2,31,-3426.63
3,1,synergy,off,2,32,-6126.63
3,1,synergy,off,2,33,9043.17
3,1,synergy,off,2,34,8383.17
3,1,synergy,off,2,35,8328.17
3,1,synergy,off,2,36,-5821.83
3,1,synergy,off,2,37,-4091.83
3,1,synergy,off,2,38,13824.87
3,1,synergy,off,2,39,29565.32
3,1,synergy,off,2,40,9640.32
3,1,synergy,off,3,1,-24980.00
3,1,synergy,off,3,2,-24981.29
3,1,synergy,off,3,3,-24978.56
3,1,synergy,off,3,4,-24952.02
3,1,synergy,off,3,5,-24946.05
3,1,synergy,off,3,6,-24463.68
3,1,synergy,off,3,7,-23610.28
3,1,synergy,off,3,8,-23610.28
3,1,synergy,off,3,9,-23125.28
3,1,synergy,off,3,10,-22166.36
3,1,synergy,off,3,11,-22166.36
3,1,synergy,off,3,12,-21119.96
3,1,synergy,off,3,13,-22748.36
3,1,synergy,off,3,14,-22333.36
3,1,synergy,off,3,15,-20399.52
3,1,synergy,off,3,16,-16706.51
3,1,synergy,off,3,17,-15751.51
3,1,synergy,off,3,18,-15336.51
3,1,synergy,off,3,19,-15132.41
3,1,synergy,off,3,20,-14394.09
3,1,synergy,off,3,21,-11695.65
3,1,synergy,off,3,22,-8031.24
3,1,synergy,off,3,23,-7278.74
3,1,synergy,off,3,24,-8656.24
3,1,synergy,off,3,25,-8086.24
3,1,synergy,off,3,26,-1393.29
3,1,synergy,off,3,27,10841.40
3,1,synergy,off,3,28,-1794.85
3,1,synergy,off,3,29,-1157.35
3,1,synergy,off,3,30,4490.94
3,1,synergy,off,3,31,22255.94
3,1,synergy,off,3,32,21296.47
3,1,synergy,off,3,33,80264.27
3,1,synergy,off,3,34,84796.77
3,1,synergy,off,3,35,132700.20
3,1,synergy,off,3,36,60610.20
3,1,synergy,off,3,37,62827.39
3,1,synergy,off,3,38,67920.20
3,1,synergy,off,3,39,119345.52
3,1,synergy,off,3,40,38589.27
3,1,synergy,off,4,1,-24980.00
3,1,synergy,off,4,2,-24982.91
3,1,synergy,off,4,3,-24985.03
3,1,synergy,off,4,4,-24983.53
3,1,synergy,off,4,5,-24910.70
3,1,synergy,off,4,6,-24910.70
3,1,synergy,off,4,7,-24687.57
3,1,synergy,off,4,8,-23569.02
3,1,synergy,off,4,9,-18734.02
3,1,synergy,off,4,10,-18609.02
3,1,synergy,off,4,11,-17847.77
3,1,synergy,off,4,12,-19964.39
3,1,synergy,off,4,13,-17100.42
3,1,synergy,off,4,14,-13993.21
3,1,synergy,off,4,15,-6800.33
3,1,synergy,off,4,16,-14178.33
3,1,synergy,off,4,17,-13758.96
3,1,synergy,off,4,18,-11287.92
3,1,synergy,off,4,19,-10049.02
3,1,synergy,off,4,20,-5312.21
3,1,synergy,off,4,21,-3367.53
3,1,synergy,off,4,22,14823.72
3,1,synergy,off,4,23,16370.29
3,1,synergy,off,4,24,-3373.71
3,1,synergy,off,4,25,155.04
3,1,synergy,off,4,26,-3004.76
3,1,synergy,off,4,27,-1802.69
3,1,synergy,off,4,28,-489.16
3,1,synergy,off,4,29,-180.97
3,1,synergy,off,4,30,5822.99
3,1,synergy,off,4,31,19384.91
3,1,synergy,off,4,32,18756.16
3,1,synergy,off,4,33,18816.16
3,1,synergy,off,4,34,18791.16
3,1,synergy,off,4,35,20760.29
3,1,synergy,off,4,36,20836.85
3,1,synergy,off,4,37,39579.35
3,1,synergy,off,4,38,66146.54
3,1,synergy,off,4,39,68994.66
3,1,synergy,off,4,40,48796.79
3,1,synergy,off,5,1,-24980.00
3,1,synergy,off,5,2,-24983.05
3,1,synergy,off,5,3,-24967.58
3,1,synergy,off,5,4,-24924.12
3,1,synergy,off,5,5,-24924.12
3,1,synergy,off,5,6,-24775.77
3,1,synergy,off,5,7,-24435.44
3,1,synergy,off,5,8,-23183.40
3,1,synergy,off,5,9,-23178.40
3,1,synergy,off,5,10,-22465.43
3,1,synergy,off,5,11,-21144.18
3,1,synergy,off,5,12,-16318.31
3,1,synergy,off,5,13,-14690.81
3,1,synergy,off,5,14,-14854.74
3,1,synergy,off,5,15,-20571.24
3,1,synergy,off,5,16,-19278.59
3,1,synergy,off,5,17,-13983.96
3,1,synergy,off,5,18,-12398.33
3,1,synergy,off,5,19,-11628.33
3,1,synergy,off,5,20,-20850.33
3,1,synergy,off,5,21,-19973.98
3,1,synergy,off,5,22,-19996.49
3,1,synergy,off,5,23,-15635.71
3,1,synergy,off,5,24,-9816.79
3,1,synergy,off,5,25,58839.90
3,1,synergy,off,5,26,153608.19
3,1,synergy,off,5,27,165910.69
3,1,synergy,off,5,28,131033.19
3,1,synergy,off,5,29,132739.75
3,1,synergy,off,5,30,135440.69
3,1,synergy,off,5,31,134450.69
3,1,synergy,off,5,32,41184.13
3,1,synergy,off,5,33,90603.81
3,1,synergy,off,5,34,39804.06
3,1,synergy,off,5,35,40852.19
3,1,synergy,off,5,36,44768.94
